task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
39627,8,5,4865,4625,1007.78,770.09,238.05,V1,4,0.546927,all_model_readouts_v1,8.646911355761641e+17,root_864691135576164126,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39628,7,5,6996,6322,995.12,616.39,368.68,V1,6,0.459125,all_model_readouts_v1,8.646911367253435e+17,root_864691136725343485,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39629,9,4,6174,5762,566.5,981.44,191.44,V1,5,0.798518,all_model_readouts_v1,,,,unassigned,False,False,
39630,8,5,1643,1558,762.53,359.77,233.75,LM,2,0.261695,all_model_readouts_v1,,,,unassigned,False,False,
39631,9,4,2488,2311,1233.57,277.73,164.7,RL,2,0.428759,all_model_readouts_v1,8.646911367413853e+17,root_864691136741385308,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39632,4,7,3284,2859,1289.22,735.15,234.86,V1,4,0.786977,all_model_readouts_v1,8.646911357554258e+17,root_864691135755425746,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39633,9,3,2736,2560,1131.23,1073.02,323.4,V1,2,0.769256,all_model_readouts_v1,8.646911357629852e+17,root_864691135762985270,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39634,4,7,4726,4191,402.26,626.51,381.19,V1,5,0.895368,all_model_readouts_v1,,,,unassigned,False,False,
39635,6,6,8440,7861,748.58,260.81,529.79,LM,8,0.619938,all_model_readouts_v1,,,,unassigned,False,False,
39636,4,7,2650,2297,1089.33,231.2,236.8,RL,4,0.881046,all_model_readouts_v1,8.646911352110935e+17,root_864691135211093440,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39637,9,4,8350,7798,818.3,635.65,189.42,V1,6,0.51083,all_model_readouts_v1,8.646911354681642e+17,root_864691135468164178,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39638,6,7,3600,3269,1175.83,704.63,258.68,V1,4,0.649495,all_model_readouts_v1,8.646911353614947e+17,root_864691135361494599,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39639,9,3,4648,4306,753.15,543.74,330.63,V1,4,0.600778,all_model_readouts_v1,,,,unassigned,False,False,
39640,8,5,3818,3632,724.91,336.08,249.88,LM,3,0.596139,all_model_readouts_v1,,,,unassigned,False,False,
39641,9,6,2158,2006,1283.93,399.87,198.42,RL,2,0.590156,all_model_readouts_v1,8.646911359155076e+17,root_864691135915507558,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39642,8,5,1886,1794,1059.51,696.19,228.65,V1,2,0.700408,all_model_readouts_v1,8.646911353971361e+17,root_864691135397136161,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39643,7,5,6959,6288,894.16,608.74,368.85,V1,6,0.650564,all_model_readouts_v1,8.646911366735113e+17,root_864691136673511303,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39644,5,6,7307,6691,777.5,700.09,448.57,V1,6,0.436234,all_model_readouts_v1,,,,unassigned,False,False,
39645,9,4,4338,4038,726.54,404.68,179.83,LM,4,0.296453,all_model_readouts_v1,,,,unassigned,False,False,
39646,9,6,5018,4677,988.29,279.05,223.07,RL,4,0.510488,all_model_readouts_v1,8.646911365783805e+17,root_864691136578380564,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39647,5,7,2591,2352,941.66,944.13,164.95,V1,2,0.671716,all_model_readouts_v1,8.646911354181009e+17,root_864691135418100922,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39648,6,2,7021,6494,896.73,1069.69,428.03,V1,6,0.867471,all_model_readouts_v1,8.646911362875272e+17,root_864691136287527107,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
39649,6,4,7847,7263,545.52,985.37,550.79,V1,7,0.559018,all_model_readouts_v1,,,,unassigned,False,False,
39650,4,7,4118,3624,637.55,337.8,380.33,LM,5,0.874324,all_model_readouts_v1,,,,unassigned,False,False,
39651,6,4,4184,3850,1326.14,637.79,272.89,RL,4,0.71366,all_model_readouts_v1,8.646911362977943e+17,root_864691136297794331,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39652,7,5,4803,4359,1026.56,610.85,234.82,V1,4,0.832785,all_model_readouts_v1,8.646911360322323e+17,root_864691136032232379,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39653,7,3,7445,6889,823.13,628.98,421.46,V1,6,0.60408,all_model_readouts_v1,8.646911353239983e+17,root_864691135323998364,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39654,9,3,7627,7017,1233.31,639.3,340.57,V1,6,,all_model_readouts_v1,,,,unassigned,False,False,
39655,5,7,2732,2473,379.5,252.96,303.63,LM,3,0.472704,all_model_readouts_v1,,,,unassigned,False,False,
39656,6,6,1636,1500,1168.29,175.55,129.9,RL,2,0.314903,all_model_readouts_v1,8.646911357766002e+17,root_864691135776600160,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39657,7,3,2426,2252,898.41,775.06,212.93,V1,2,0.205198,all_model_readouts_v1,8.646911359778502e+17,root_864691135977850179,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39658,5,7,4408,4021,1036.34,553.56,299.38,V1,4,0.547622,all_model_readouts_v1,8.646911350591177e+17,root_864691135059117723,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39659,7,3,6004,5535,679.41,787.69,424.05,V1,5,0.657437,all_model_readouts_v1,,,,unassigned,False,False,
39660,7,3,6762,6229,720.06,353.44,419.33,LM,6,0.827438,all_model_readouts_v1,,,,unassigned,False,False,
39661,4,7,2804,2434,1033.21,477.48,238.56,RL,4,0.705685,all_model_readouts_v1,8.64691135947526e+17,root_864691135947525985,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39662,6,4,440,413,783.6,898.49,141.08,V1,1,0.535798,all_model_readouts_v1,8.64691135395883e+17,root_864691135395882994,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39663,4,7,3408,2974,1001.64,967.29,240.65,V1,4,0.668967,all_model_readouts_v1,8.646911353078872e+17,root_864691135307887174,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39664,6,2,6118,5648,473.15,607.5,426.25,V1,5,0.813243,all_model_readouts_v1,,,,unassigned,False,False,
39665,6,2,755,689,697.96,231.5,156.36,LM,1,0.589086,all_model_readouts_v1,,,,unassigned,False,False,
39666,6,4,5105,4709,1064.05,451.54,273.23,RL,4,0.393221,all_model_readouts_v1,8.646911354979425e+17,root_864691135497942547,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39667,8,5,4750,4515,986.27,608.75,239.04,V1,4,0.538239,all_model_readouts_v1,8.646911363629302e+17,root_864691136362930146,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39668,8,5,7740,7308,915.12,671.34,369.4,V1,6,0.675236,all_model_readouts_v1,8.64691135572001e+17,root_864691135572001061,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39669,8,5,3192,3034,667.38,530.75,247.97,V1,3,0.749655,all_model_readouts_v1,,,,unassigned,False,False,
39670,6,6,5618,5211,518.36,141.5,406.04,LM,5,0.67928,all_model_readouts_v1,,,,unassigned,False,False,
39671,7,5,4302,3899,1287.73,553.43,232.74,RL,4,0.753669,all_model_readouts_v1,8.646911358745197e+17,root_864691135874519694,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39672,6,4,5170,4768,1112.73,908.72,276.78,V1,4,0.93792,all_model_readouts_v1,8.64691135698212e+17,root_864691135698211994,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39673,9,3,1977,1841,1114.29,817.21,321.8,V1,2,0.694848,all_model_readouts_v1,8.646911354652209e+17,root_864691135465220926,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39674,9,3,3287,3063,346.41,692.2,332.41,V1,3,0.786103,all_model_readouts_v1,,,,unassigned,False,False,
39675,7,5,136,130,398.05,344.1,199.45,LM,1,0.538589,all_model_readouts_v1,,,,unassigned,False,False,
39676,6,7,4210,3824,1302.91,470.95,255.52,RL,4,0.471141,all_model_readouts_v1,8.646911357544143e+17,root_864691135754414285,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39677,6,7,3796,3450,941.89,945.77,262.69,V1,4,0.645889,all_model_readouts_v1,8.646911354465829e+17,root_864691135446582930,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39678,6,4,4301,3962,1225.74,776.98,274.82,V1,4,0.701053,all_model_readouts_v1,8.646911351334424e+17,root_864691135133442464,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39679,9,3,6160,5686,183.25,683.38,343.68,V1,5,0.644774,all_model_readouts_v1,,,,unassigned,False,False,
39680,6,7,6070,5512,730.71,345.73,392.46,LM,6,0.217014,all_model_readouts_v1,,,,unassigned,False,False,
39681,7,5,4972,4514,1289.09,167.26,230.6,RL,4,0.226879,all_model_readouts_v1,8.646911354082094e+17,root_864691135408209353,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39682,8,5,2586,2461,805.96,873.45,229.4,V1,2,0.849139,all_model_readouts_v1,8.646911358744613e+17,root_864691135874461326,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39683,9,3,2770,2591,938.62,1131.08,324.03,V1,2,0.183863,all_model_readouts_v1,8.64691135779107e+17,root_864691135779107005,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39684,9,4,2229,2074,779.8,700.38,170.45,V1,2,0.530309,all_model_readouts_v1,,,,unassigned,False,False,
39685,5,6,922,864,505.34,302.57,177.12,LM,1,0.502406,all_model_readouts_v1,,,,unassigned,False,False,
39686,8,5,1710,1623,1043.95,460.47,230.6,RL,2,0.568751,all_model_readouts_v1,8.64691136137604e+17,root_864691136137603965,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39687,7,3,1857,1719,1194.91,745.65,210.73,V1,2,0.472623,all_model_readouts_v1,8.646911360850141e+17,root_864691136085014124,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39688,5,6,4901,4500,1086.52,619.55,308.73,V1,4,0.511933,all_model_readouts_v1,8.646911357625157e+17,root_864691135762515766,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39689,5,6,3628,3337,198.65,765.15,309.61,V1,3,0.624038,all_model_readouts_v1,,,,unassigned,False,False,
39690,8,5,32,31,370.06,161.22,240.12,LM,1,0.308675,all_model_readouts_v1,,,,unassigned,False,False,
39691,8,5,4666,4435,1134.56,517.82,238.53,RL,4,0.473968,all_model_readouts_v1,8.646911359421585e+17,root_864691135942158452,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39692,9,6,2099,1954,861.22,1122.66,207.24,V1,2,0.699048,all_model_readouts_v1,8.646911360247916e+17,root_864691136024791609,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39693,8,5,10535,9904,941.24,938.24,503.96,V1,8,0.597153,all_model_readouts_v1,8.646911354317102e+17,root_864691135431710256,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
39694,9,3,1052,975,293.62,687.0,322.69,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
39695,6,4,3710,3421,687.2,224.45,278.03,LM,3,0.583436,all_model_readouts_v1,,,,unassigned,False,False,
39696,6,2,2002,1836,837.22,410.59,149.67,RL,2,0.470957,all_model_readouts_v1,8.646911362874181e+17,root_864691136287418051,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39697,7,3,2269,2105,1149.96,1024.9,213.3,V1,2,0.666312,all_model_readouts_v1,8.646911359108428e+17,root_864691135910842793,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39698,9,3,7894,7266,1303.11,1004.67,342.15,V1,6,0.383753,all_model_readouts_v1,8.64691135926613e+17,root_864691135926613006,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39699,5,7,7966,7260,280.24,459.92,569.69,V1,7,0.702035,all_model_readouts_v1,,,,unassigned,False,False,
39700,5,7,1065,993,453.4,252.27,170.41,LM,1,0.535951,all_model_readouts_v1,,,,unassigned,False,False,
39701,9,4,5250,4895,1088.64,264.62,175.35,RL,4,0.50539,all_model_readouts_v1,8.646911363106958e+17,root_864691136310695770,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39702,8,5,2063,1964,980.95,931.42,227.48,V1,2,0.580527,all_model_readouts_v1,8.646911357269388e+17,root_864691135726938795,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39703,6,7,6999,6352,1292.37,942.8,398.5,V1,6,0.685712,all_model_readouts_v1,8.646911358771432e+17,root_864691135877143123,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
39704,8,5,3833,3646,743.33,605.36,246.97,V1,3,0.745028,all_model_readouts_v1,,,,unassigned,False,False,
39705,9,4,5686,5303,452.47,327.62,188.93,LM,5,0.362737,all_model_readouts_v1,,,,unassigned,False,False,
39706,9,4,1445,1340,1209.16,168.45,164.25,RL,2,0.422047,all_model_readouts_v1,8.646911356841242e+17,root_864691135684124146,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39707,7,3,2467,2291,1193.74,917.73,212.14,V1,2,0.310005,all_model_readouts_v1,8.64691135774552e+17,root_864691135774552059,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39708,9,3,5357,4950,1125.8,1090.28,332.79,V1,4,0.498903,all_model_readouts_v1,8.646911354044047e+17,root_864691135404404718,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39709,9,6,2895,2689,492.46,407.25,223.1,V1,3,0.619696,all_model_readouts_v1,,,,unassigned,False,False,
39710,6,2,3576,3292,644.87,356.27,291.96,LM,3,0.693039,all_model_readouts_v1,,,,unassigned,False,False,
39711,8,5,1649,1564,891.98,390.21,232.42,RL,2,0.451454,all_model_readouts_v1,8.646911349482662e+17,root_864691134948266236,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39712,4,7,1075,880,865.33,537.47,106.54,V1,2,0.625614,all_model_readouts_v1,8.646911358597078e+17,root_864691135859707752,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39713,6,2,6974,6453,780.91,959.68,427.31,V1,6,0.704991,all_model_readouts_v1,8.646911371997759e+17,root_864691137199775809,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39714,9,3,4214,3908,694.84,516.28,330.91,V1,3,0.705334,all_model_readouts_v1,,,,unassigned,False,False,
39715,7,5,869,795,771.91,435.96,199.94,LM,1,0.640415,all_model_readouts_v1,,,,unassigned,False,False,
39716,6,6,3776,3496,1316.54,496.03,263.47,RL,4,0.391208,all_model_readouts_v1,8.64691134964821e+17,root_864691134964821023,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39717,6,7,3961,3603,1278.64,841.33,259.24,V1,4,0.631742,all_model_readouts_v1,8.646911354887227e+17,root_864691135488722746,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39718,9,3,4886,4525,962.05,878.01,332.03,V1,4,0.554973,all_model_readouts_v1,8.646911356460531e+17,root_864691135646053103,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39719,6,2,8128,7541,212.28,833.74,559.43,V1,7,0.505866,all_model_readouts_v1,,,,unassigned,False,False,
39720,6,4,7635,7051,666.82,308.31,544.23,LM,7,0.740139,all_model_readouts_v1,,,,unassigned,False,False,
39721,4,7,2751,2386,1115.74,395.17,236.85,RL,4,0.636258,all_model_readouts_v1,8.646911361096613e+17,root_864691136109661368,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39722,9,6,5091,4744,1020.66,1065.12,226.17,V1,4,0.583089,all_model_readouts_v1,8.646911359123956e+17,root_864691135912395689,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39723,7,3,5075,4674,949.1,578.04,346.49,V1,4,0.633938,all_model_readouts_v1,8.646911357490977e+17,root_864691135749097769,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39724,6,6,845,780,583.67,416.49,135.5,V1,1,0.455468,all_model_readouts_v1,,,,unassigned,False,False,
39725,7,3,8054,7460,495.72,302.13,487.98,LM,7,0.710365,all_model_readouts_v1,,,,unassigned,False,False,
39726,6,7,4074,3706,1293.24,423.72,255.14,RL,4,0.237644,all_model_readouts_v1,8.646911354631977e+17,root_864691135463197758,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39727,7,3,2486,2308,1131.64,740.55,211.1,V1,2,0.54782,all_model_readouts_v1,8.646911354056061e+17,root_864691135405606126,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39728,6,4,6886,6369,1155.39,916.32,414.27,V1,6,0.929711,all_model_readouts_v1,8.646911360345601e+17,root_864691136034560187,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
39729,7,5,5268,4776,502.84,409.36,369.83,V1,5,0.713381,all_model_readouts_v1,,,,unassigned,False,False,
39730,7,5,3687,3358,675.5,314.84,235.22,LM,3,0.720694,all_model_readouts_v1,,,,unassigned,False,False,
39731,5,7,2248,2051,1088.59,289.09,157.62,RL,2,0.761536,all_model_readouts_v1,8.646911357190213e+17,root_864691135719021361,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39732,4,7,2945,2562,897.32,686.74,241.61,V1,4,0.674367,all_model_readouts_v1,8.646911354474044e+17,root_864691135447404372,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39733,7,5,7362,6648,827.22,778.39,370.07,V1,6,0.882137,all_model_readouts_v1,8.646911369526981e+17,root_864691136952698079,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39734,6,4,743,690,709.93,635.44,142.25,V1,1,0.890601,all_model_readouts_v1,,,,unassigned,False,False,
39735,7,3,6448,5949,575.63,202.03,423.99,LM,5,0.888804,all_model_readouts_v1,,,,unassigned,False,False,
39736,5,6,1539,1430,1188.21,411.41,168.93,RL,2,0.758495,all_model_readouts_v1,8.646911353863118e+17,root_864691135386311765,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39737,9,6,1714,1584,806.04,647.6,204.72,V1,2,0.669948,all_model_readouts_v1,8.646911363912104e+17,root_864691136391210367,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39738,6,4,6796,6284,880.0,793.62,414.83,V1,6,0.984594,all_model_readouts_v1,8.64691136912172e+17,root_864691136912172017,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
39739,6,4,5803,5362,591.05,1018.23,415.95,V1,5,0.947891,all_model_readouts_v1,,,,unassigned,False,False,
39740,7,3,1222,1135,535.14,196.72,214.78,LM,1,0.305153,all_model_readouts_v1,,,,unassigned,False,False,
39741,7,3,2569,2391,1042.36,463.56,209.44,RL,2,0.430219,all_model_readouts_v1,8.646911361169724e+17,root_864691136116972452,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39742,4,7,3708,3258,892.02,589.81,241.4,V1,4,0.663873,all_model_readouts_v1,8.646911359382899e+17,root_864691135938289924,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39743,9,3,2834,2649,969.72,900.47,322.53,V1,2,0.558686,all_model_readouts_v1,8.646911364881787e+17,root_864691136488178706,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39744,8,5,1073,1023,534.5,688.14,236.68,V1,1,0.78918,all_model_readouts_v1,,,,unassigned,False,False,
39745,6,6,4919,4559,423.9,165.97,406.04,LM,5,0.499735,all_model_readouts_v1,,,,unassigned,False,False,
39746,9,6,4185,3886,1013.64,284.14,222.92,RL,4,0.550808,all_model_readouts_v1,8.646911360563428e+17,root_864691136056342744,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39747,9,4,2730,2535,816.26,881.67,171.24,V1,2,0.751881,all_model_readouts_v1,8.64691135726292e+17,root_864691135726292031,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39748,9,3,2156,2012,1187.03,1041.19,323.12,V1,2,0.55948,all_model_readouts_v1,8.646911358422569e+17,root_864691135842256867,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39749,4,7,967,790,836.41,577.36,106.91,V1,2,,all_model_readouts_v1,,,,unassigned,False,False,
39750,7,3,5622,5173,699.66,267.35,424.01,LM,5,0.687937,all_model_readouts_v1,,,,unassigned,False,False,
39751,4,7,3269,2845,1301.73,414.44,233.64,RL,4,0.676098,all_model_readouts_v1,8.646911367411972e+17,root_864691136741197148,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39752,6,4,4304,3965,1253.49,794.36,274.76,V1,4,0.824772,all_model_readouts_v1,8.646911361253417e+17,root_864691136125341734,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39753,7,3,6947,6409,795.25,701.33,422.15,V1,6,0.68305,all_model_readouts_v1,8.64691135915619e+17,root_864691135915618918,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39754,9,3,7764,7142,1156.89,834.76,341.88,V1,6,,all_model_readouts_v1,,,,unassigned,False,False,
39755,8,5,6685,6330,599.37,371.89,378.51,LM,5,0.768033,all_model_readouts_v1,,,,unassigned,False,False,
39756,6,2,5268,4869,1210.81,429.17,285.32,RL,4,0.763532,all_model_readouts_v1,8.64691136419236e+17,root_864691136419235991,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39757,7,3,2011,1866,1107.67,912.59,212.66,V1,2,0.60627,all_model_readouts_v1,8.646911357426641e+17,root_864691135742664043,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39758,7,3,5193,4781,1136.0,653.77,347.07,V1,4,0.458989,all_model_readouts_v1,8.646911361075825e+17,root_864691136107582425,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39759,5,6,6914,6337,754.8,690.17,448.59,V1,6,0.788486,all_model_readouts_v1,,,,unassigned,False,False,
39760,9,3,63,59,609.58,206.15,318.28,LM,1,0.496684,all_model_readouts_v1,,,,unassigned,False,False,
39761,6,2,1310,1198,1108.15,268.14,147.03,RL,2,0.377782,all_model_readouts_v1,8.646911369035135e+17,root_864691136903513522,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39762,5,6,2260,2071,1315.95,853.83,170.87,V1,2,0.46283,all_model_readouts_v1,8.646911363342266e+17,root_864691136334226611,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39763,6,6,6968,6451,1119.42,865.44,405.11,V1,6,0.684657,all_model_readouts_v1,8.646911354057339e+17,root_864691135405733870,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39764,5,7,2878,2614,164.51,460.26,302.86,V1,3,0.503048,all_model_readouts_v1,,,,unassigned,False,False,
39765,5,7,51,46,525.53,219.99,171.65,LM,1,0.554382,all_model_readouts_v1,,,,unassigned,False,False,
39766,7,3,1464,1344,1244.55,152.16,205.56,RL,2,0.525528,all_model_readouts_v1,8.646911353420442e+17,root_864691135342044101,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39767,8,5,2437,2313,879.98,1114.44,226.91,V1,2,0.660727,all_model_readouts_v1,8.64691135270576e+17,root_864691135270576037,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39768,7,3,7513,6952,976.76,847.3,422.98,V1,6,0.0766696,all_model_readouts_v1,8.646911357791924e+17,root_864691135779192416,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39769,7,3,5739,5287,593.35,441.16,424.01,V1,5,0.515304,all_model_readouts_v1,,,,unassigned,False,False,
39770,6,7,1740,1550,627.55,184.09,261.9,LM,3,0.482711,all_model_readouts_v1,,,,unassigned,False,False,
