task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
39458,8,5,8294,7806,1303.95,969.79,367.51,V1,6,0.740507,all_model_readouts_v1,8.646911369538173e+17,root_864691136953817311,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39459,6,6,6552,6080,741.88,782.23,405.13,V1,6,0.896431,all_model_readouts_v1,,,,unassigned,False,False,
39460,8,5,3977,3782,636.02,288.55,250.63,LM,3,0.867747,all_model_readouts_v1,,,,unassigned,False,False,
39461,8,5,2796,2662,1152.26,307.25,230.88,RL,2,0.548619,all_model_readouts_v1,8.646911356850036e+17,root_864691135685003703,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39462,6,2,2151,1974,1081.22,951.15,151.39,V1,2,0.344684,all_model_readouts_v1,8.646911352765046e+17,root_864691135276504549,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39463,9,3,2007,1869,1202.87,830.32,321.76,V1,2,0.875597,all_model_readouts_v1,8.646911359409075e+17,root_864691135940907521,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39464,9,4,3995,3731,607.55,427.74,178.86,V1,3,0.427847,all_model_readouts_v1,,,,unassigned,False,False,
39465,9,3,908,839,579.15,178.68,318.08,LM,1,0.42873,all_model_readouts_v1,,,,unassigned,False,False,
39466,7,3,2406,2232,1322.68,207.17,205.49,RL,2,0.541774,all_model_readouts_v1,8.646911353388145e+17,root_864691135338814438,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39467,8,5,1834,1742,823.26,660.22,230.91,V1,2,0.687893,all_model_readouts_v1,8.646911353902111e+17,root_864691135390211058,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39468,5,7,7407,6723,1054.16,1081.7,441.44,V1,6,0.753864,all_model_readouts_v1,8.646911358671444e+17,root_864691135867144412,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39469,6,4,6205,5744,556.99,693.35,415.19,V1,5,0.844758,all_model_readouts_v1,,,,unassigned,False,False,
39470,7,3,2873,2670,455.76,325.41,349.06,LM,3,0.711948,all_model_readouts_v1,,,,unassigned,False,False,
39471,6,7,3286,2976,869.39,349.2,257.52,RL,4,0.593364,all_model_readouts_v1,8.646911357857431e+17,root_864691135785743044,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39472,5,7,2480,2261,1161.48,856.02,162.16,V1,2,0.517274,all_model_readouts_v1,8.646911354649542e+17,root_864691135464954269,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39473,9,3,8006,7369,979.35,1012.03,343.52,V1,6,0.786709,all_model_readouts_v1,8.6469113642302e+17,root_864691136423020079,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39474,7,5,8005,7244,673.96,820.39,510.47,V1,7,0.822528,all_model_readouts_v1,,,,unassigned,False,False,
39475,6,4,3677,3389,684.76,209.63,278.04,LM,3,0.591764,all_model_readouts_v1,,,,unassigned,False,False,
39476,9,4,4417,4116,1089.2,485.52,176.77,RL,4,0.258238,all_model_readouts_v1,8.646911370536531e+17,root_864691137053653110,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39477,6,6,3966,3673,879.24,774.31,268.17,V1,4,0.573979,all_model_readouts_v1,8.646911357725005e+17,root_864691135772500475,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39478,6,2,4944,4562,954.56,1060.53,293.09,V1,4,0.592576,all_model_readouts_v1,8.646911359961583e+17,root_864691135996158378,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39479,5,7,8640,7919,1137.44,1011.82,568.76,V1,8,0.27046,all_model_readouts_v1,8.646911358650136e+17,root_864691135865013630,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
39480,7,5,5179,4696,729.11,241.21,368.96,LM,5,0.697234,all_model_readouts_v1,,,,unassigned,False,False,
39481,7,5,4301,3898,1274.9,570.87,232.93,RL,4,0.796298,all_model_readouts_v1,8.646911361366442e+17,root_864691136136644221,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39482,6,6,4411,4089,1324.24,749.56,265.35,V1,4,0.837464,all_model_readouts_v1,8.646911353238373e+17,root_864691135323837340,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39483,9,3,8275,7621,1134.88,564.07,340.59,V1,6,0.162827,all_model_readouts_v1,8.646911357248027e+17,root_864691135724802731,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
39484,9,3,2646,2472,767.72,720.16,321.67,V1,2,0.809192,all_model_readouts_v1,,,,unassigned,False,False,
39485,4,7,2382,2070,377.0,182.02,251.48,LM,3,0.763996,all_model_readouts_v1,,,,unassigned,False,False,
39486,5,6,2421,2229,1007.48,449.7,170.51,RL,2,0.491781,all_model_readouts_v1,8.646911363143219e+17,root_864691136314321981,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39487,9,4,8021,7481,1300.21,1005.05,189.52,V1,6,0.621279,all_model_readouts_v1,8.646911358757562e+17,root_864691135875756174,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39488,6,4,6705,6198,1005.37,641.98,412.68,V1,6,0.624444,all_model_readouts_v1,8.646911355950088e+17,root_864691135595008811,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39489,5,7,906,837,621.47,1103.57,159.21,V1,1,0.688989,all_model_readouts_v1,,,,unassigned,False,False,
39490,4,7,11,8,629.81,47.09,134.16,LM,1,0.743144,all_model_readouts_v1,,,,unassigned,False,False,
39491,8,5,5177,4917,1113.98,247.36,240.09,RL,4,0.448577,all_model_readouts_v1,8.64691135210363e+17,root_864691135210363001,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39492,9,4,7597,7093,1199.24,932.64,189.51,V1,6,0.598532,all_model_readouts_v1,8.646911354699421e+17,root_864691135469942098,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39493,6,2,5174,4784,880.44,550.84,290.03,V1,4,0.516214,all_model_readouts_v1,8.646911360900475e+17,root_864691136090047543,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39494,6,4,1500,1381,788.77,785.28,137.75,V1,2,0.816989,all_model_readouts_v1,,,,unassigned,False,False,
39495,6,7,5376,4890,185.42,256.88,396.4,LM,5,0.671099,all_model_readouts_v1,,,,unassigned,False,False,
39496,7,3,2429,2255,1251.96,179.61,205.74,RL,2,0.308298,all_model_readouts_v1,8.646911361245747e+17,root_864691136124574758,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39497,8,5,5683,5392,1146.93,855.2,236.68,V1,4,0.681085,all_model_readouts_v1,8.646911357827023e+17,root_864691135782702387,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39498,6,7,4529,4115,1119.05,784.18,259.86,V1,4,0.499856,all_model_readouts_v1,8.646911359749879e+17,root_864691135974987887,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39499,6,6,8492,7913,734.9,488.17,532.57,V1,8,0.38439,all_model_readouts_v1,,,,unassigned,False,False,
39500,8,5,81,77,331.17,244.87,239.57,LM,1,0.76904,all_model_readouts_v1,,,,unassigned,False,False,
39501,9,4,2372,2198,1150.66,448.65,166.29,RL,2,0.368824,all_model_readouts_v1,8.646911365782298e+17,root_864691136578229780,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39502,9,6,1704,1576,1214.14,641.11,200.66,V1,2,0.347313,all_model_readouts_v1,8.646911360917679e+17,root_864691136091767988,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39503,6,4,4893,4513,877.78,799.49,277.58,V1,4,0.702211,all_model_readouts_v1,8.646911357002316e+17,root_864691135700231547,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39504,5,7,844,780,199.7,1086.0,155.15,V1,1,0.528905,all_model_readouts_v1,,,,unassigned,False,False,
39505,6,7,5992,5443,734.57,176.23,390.76,LM,6,0.766171,all_model_readouts_v1,,,,unassigned,False,False,
39506,8,5,5231,4969,915.26,288.41,241.19,RL,4,0.532457,all_model_readouts_v1,8.646911356937028e+17,root_864691135693702847,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39507,9,4,2163,2011,860.43,1053.06,171.91,V1,2,0.739301,all_model_readouts_v1,8.646911361346838e+17,root_864691136134683787,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39508,6,7,6631,6021,1278.66,1072.39,399.8,V1,6,0.61641,all_model_readouts_v1,8.646911357280983e+17,root_864691135728098367,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39509,6,4,6271,5808,286.9,779.1,415.42,V1,5,0.91349,all_model_readouts_v1,,,,unassigned,False,False,
39510,8,5,5984,5667,164.19,338.48,378.92,LM,5,0.59647,all_model_readouts_v1,,,,unassigned,False,False,
39511,6,4,2035,1859,906.85,372.85,135.41,RL,2,0.96045,all_model_readouts_v1,8.646911355113677e+17,root_864691135511367632,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39512,9,4,1955,1822,1131.0,927.51,169.21,V1,2,0.54938,all_model_readouts_v1,8.646911359896087e+17,root_864691135989608707,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39513,9,3,7504,6901,871.95,524.76,341.47,V1,6,0.613877,all_model_readouts_v1,8.646911360420881e+17,root_864691136042088022,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39514,7,5,8035,7272,637.99,927.55,511.0,V1,7,0.590638,all_model_readouts_v1,,,,unassigned,False,False,
39515,8,5,9417,8847,744.75,355.38,511.91,LM,7,0.734585,all_model_readouts_v1,,,,unassigned,False,False,
39516,8,5,4422,4201,1272.41,158.97,239.5,RL,4,0.528297,all_model_readouts_v1,8.646911363622771e+17,root_864691136362277090,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39517,6,6,4554,4225,952.66,543.17,265.98,V1,4,0.882895,all_model_readouts_v1,8.646911350594444e+17,root_864691135059444379,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39518,5,7,4596,4188,1223.11,801.13,300.0,V1,4,0.743121,all_model_readouts_v1,8.64691135212719e+17,root_864691135212718976,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39519,7,5,7552,6827,722.08,655.9,369.5,V1,6,0.715478,all_model_readouts_v1,,,,unassigned,False,False,
39520,6,6,2243,2060,384.8,302.04,269.86,LM,3,0.75302,all_model_readouts_v1,,,,unassigned,False,False,
39521,9,6,2483,2319,888.1,358.43,202.04,RL,2,0.123759,all_model_readouts_v1,8.646911351827379e+17,root_864691135182737922,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39522,8,5,5818,5515,938.91,1092.13,236.82,V1,4,0.611583,all_model_readouts_v1,8.646911363912644e+17,root_864691136391264383,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39523,9,3,4945,4580,1045.27,960.57,332.24,V1,4,0.77973,all_model_readouts_v1,8.646911356894333e+17,root_864691135689433312,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39524,5,7,237,220,396.01,483.39,166.32,V1,1,0.777072,all_model_readouts_v1,,,,unassigned,False,False,
39525,5,6,2799,2565,340.99,261.53,310.26,LM,3,,all_model_readouts_v1,,,,unassigned,False,False,
39526,8,5,4584,4354,860.65,429.47,240.81,RL,4,0.737986,all_model_readouts_v1,8.646911352138355e+17,root_864691135213835576,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39527,6,7,1333,1187,919.54,531.4,122.04,V1,2,0.623329,all_model_readouts_v1,8.646911354471681e+17,root_864691135447168084,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39528,6,7,6528,5934,799.82,929.18,398.33,V1,6,0.644682,all_model_readouts_v1,8.646911354638501e+17,root_864691135463850141,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39529,9,6,3213,2979,521.48,823.21,226.07,V1,3,0.0905635,all_model_readouts_v1,,,,unassigned,False,False,
39530,9,4,49,43,429.07,273.97,170.12,LM,1,0.430022,all_model_readouts_v1,,,,unassigned,False,False,
39531,6,7,4362,3963,1249.38,483.39,256.03,RL,4,0.786713,all_model_readouts_v1,8.646911352138542e+17,root_864691135213854264,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39532,6,4,4654,4287,921.84,960.98,278.63,V1,4,0.735382,all_model_readouts_v1,8.646911356553725e+17,root_864691135655372482,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39533,9,3,7986,7355,865.2,1132.73,344.6,V1,6,0.235366,all_model_readouts_v1,8.646911352787163e+17,root_864691135278716321,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39534,4,7,1826,1544,771.24,1065.58,243.58,V1,3,0.501746,all_model_readouts_v1,,,,unassigned,False,False,
39535,4,7,4035,3544,254.91,233.55,382.27,LM,5,0.724245,all_model_readouts_v1,,,,unassigned,False,False,
39536,9,4,4202,3909,1175.95,163.21,173.83,RL,4,0.42501,all_model_readouts_v1,8.646911371978756e+17,root_864691137197875521,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39537,7,5,2062,1871,1276.68,735.77,195.55,V1,2,0.649768,all_model_readouts_v1,8.64691135596105e+17,root_864691135596105003,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39538,6,4,4379,4034,868.94,921.25,278.68,V1,4,0.590671,all_model_readouts_v1,8.646911354161888e+17,root_864691135416188858,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39539,9,3,6370,5876,565.87,963.76,344.73,V1,5,0.554041,all_model_readouts_v1,,,,unassigned,False,False,
39540,7,3,5371,4947,760.49,250.01,344.12,LM,4,0.515658,all_model_readouts_v1,,,,unassigned,False,False,
39541,7,3,1590,1467,1220.46,341.66,207.27,RL,2,0.720572,all_model_readouts_v1,8.646911369908056e+17,root_864691136990805653,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39542,4,7,865,704,900.93,1085.49,107.76,V1,2,0.709535,all_model_readouts_v1,8.646911356588942e+17,root_864691135658894210,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39543,9,3,4948,4583,1065.54,948.31,332.08,V1,4,0.681184,all_model_readouts_v1,8.646911362758943e+17,root_864691136275894285,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39544,6,2,883,812,685.86,699.34,153.41,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
39545,9,3,2919,2721,561.16,136.07,327.8,LM,3,0.810646,all_model_readouts_v1,,,,unassigned,False,False,
39546,6,2,4949,4567,1322.47,113.49,281.63,RL,4,0.596756,all_model_readouts_v1,8.646911350656879e+17,root_864691135065687876,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39547,8,5,2716,2584,1215.16,647.4,227.72,V1,2,0.638485,all_model_readouts_v1,8.646911360084522e+17,root_864691136008452268,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39548,6,4,7148,6613,1317.16,978.97,413.85,V1,6,0.76984,all_model_readouts_v1,8.646911356873216e+17,root_864691135687321568,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39549,6,7,162,145,588.21,638.07,124.06,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
39550,6,2,7569,6986,548.32,157.27,557.88,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
39551,7,3,1479,1358,1125.21,196.85,206.72,RL,2,0.431191,all_model_readouts_v1,8.646911353595706e+17,root_864691135359570520,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39552,7,3,1699,1570,1180.89,573.54,209.42,V1,2,0.327668,all_model_readouts_v1,8.646911355758651e+17,root_864691135575865118,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39553,6,4,5148,4747,834.23,588.3,276.1,V1,4,0.699657,all_model_readouts_v1,8.646911357861481e+17,root_864691135786148036,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39554,6,4,573,533,587.87,1056.56,138.91,V1,1,0.782966,all_model_readouts_v1,,,,unassigned,False,False,
39555,9,3,4434,4102,751.43,295.47,328.96,LM,4,0.490963,all_model_readouts_v1,,,,unassigned,False,False,
39556,9,6,2122,1971,1278.84,204.62,197.21,RL,2,0.664143,all_model_readouts_v1,8.64691135182731e+17,root_864691135182731010,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39557,9,6,5405,5045,1014.1,634.9,224.4,V1,4,0.340593,all_model_readouts_v1,8.646911357818172e+17,root_864691135781817168,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39558,6,6,7353,6794,833.48,1106.37,408.29,V1,6,0.625521,all_model_readouts_v1,8.646911358656045e+17,root_864691135865604485,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39559,6,6,521,479,581.93,1080.87,125.84,V1,1,0.7862,all_model_readouts_v1,,,,unassigned,False,False,
39560,9,4,6987,6530,688.31,395.67,187.97,LM,5,0.377645,all_model_readouts_v1,,,,unassigned,False,False,
39561,6,2,5306,4903,1091.9,411.71,286.55,RL,4,0.73714,all_model_readouts_v1,8.646911353862056e+17,root_864691135386205525,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39562,6,4,5078,4683,1180.68,965.85,276.76,V1,4,0.88822,all_model_readouts_v1,8.646911353608408e+17,root_864691135360840792,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39563,9,3,5087,4707,953.49,1175.85,334.07,V1,4,0.655273,all_model_readouts_v1,8.646911362099227e+17,root_864691136209922748,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39564,5,6,8280,7632,248.12,1061.0,579.89,V1,7,0.19852,all_model_readouts_v1,,,,unassigned,False,False,
39565,5,6,8430,7780,410.92,325.84,581.74,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
39566,7,5,1527,1382,947.81,293.18,193.11,RL,2,0.385526,all_model_readouts_v1,8.646911352734787e+17,root_864691135273478673,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39567,9,4,4507,4202,1143.99,609.82,177.04,V1,4,0.513747,all_model_readouts_v1,8.646911355159386e+17,root_864691135515938515,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39568,7,3,7124,6584,971.48,997.27,424.28,V1,6,0.647198,all_model_readouts_v1,8.646911369040828e+17,root_864691136904082866,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39569,7,5,307,284,702.78,522.4,199.41,V1,1,0.491948,all_model_readouts_v1,,,,unassigned,False,False,
39570,9,4,1318,1242,404.41,184.8,169.9,LM,1,0.475836,all_model_readouts_v1,,,,unassigned,False,False,
39571,7,3,1514,1393,1056.45,254.09,207.64,RL,2,0.296685,all_model_readouts_v1,8.646911362734941e+17,root_864691136273494206,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39572,9,4,4801,4477,1224.75,955.12,178.48,V1,4,0.697698,all_model_readouts_v1,8.646911359263186e+17,root_864691135926318606,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39573,5,7,5090,4621,1194.54,1019.67,301.64,V1,4,0.504528,all_model_readouts_v1,8.646911357725823e+17,root_864691135772582219,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39574,7,3,407,376,272.37,649.95,212.41,V1,1,0.715971,all_model_readouts_v1,,,,unassigned,False,False,
39575,9,4,6892,6440,433.39,176.59,188.31,LM,5,0.454824,all_model_readouts_v1,,,,unassigned,False,False,
39576,5,6,1473,1369,1168.15,277.82,168.2,RL,2,0.559281,all_model_readouts_v1,8.646911361951752e+17,root_864691136195175126,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39577,8,5,5079,4825,898.56,1052.21,237.3,V1,4,0.440974,all_model_readouts_v1,8.646911364236408e+17,root_864691136423640879,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39578,6,2,4297,3959,933.59,555.83,289.46,V1,4,0.7717,all_model_readouts_v1,8.646911362745466e+17,root_864691136274546622,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39579,6,6,7534,6971,161.99,738.68,540.83,V1,7,0.793846,all_model_readouts_v1,,,,unassigned,False,False,
39580,5,7,8227,7518,199.16,106.11,569.93,LM,7,0.473709,all_model_readouts_v1,,,,unassigned,False,False,
39581,7,5,4109,3721,1206.67,311.8,231.95,RL,4,0.68812,all_model_readouts_v1,8.646911354465437e+17,root_864691135446543762,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39582,5,6,4994,4589,881.84,583.14,310.44,V1,4,0.794585,all_model_readouts_v1,8.646911357409801e+17,root_864691135740980075,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39583,9,3,5565,5147,1219.83,961.91,331.54,V1,4,0.47328,all_model_readouts_v1,8.646911362740658e+17,root_864691136274065854,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39584,6,6,698,642,387.6,587.02,131.97,V1,1,0.549615,all_model_readouts_v1,,,,unassigned,False,False,
39585,5,7,6162,5599,515.65,356.67,438.02,LM,5,0.614566,all_model_readouts_v1,,,,unassigned,False,False,
39586,6,6,4406,4086,1306.87,185.34,261.16,RL,4,0.331262,all_model_readouts_v1,8.64691136952246e+17,root_864691136952245983,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39587,8,5,1983,1886,1134.52,833.01,226.96,V1,2,0.363561,all_model_readouts_v1,8.646911352749064e+17,root_864691135274906385,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39588,6,7,6170,5608,808.58,455.59,393.57,V1,6,0.362052,all_model_readouts_v1,8.646911369161548e+17,root_864691136916154734,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39589,6,7,6306,5731,791.67,669.92,395.72,V1,6,0.835209,all_model_readouts_v1,,,,unassigned,False,False,
39590,6,7,7658,6964,653.41,331.45,533.1,LM,7,0.39378,all_model_readouts_v1,,,,unassigned,False,False,
39591,8,5,2430,2306,1303.5,454.39,228.47,RL,2,0.68725,all_model_readouts_v1,8.646911360317382e+17,root_864691136031738299,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39592,9,6,2387,2225,1067.93,908.49,203.82,V1,2,0.695623,all_model_readouts_v1,8.646911357208092e+17,root_864691135720809265,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39593,7,5,7104,6423,1067.49,731.34,369.27,V1,6,0.424482,all_model_readouts_v1,8.646911358596819e+17,root_864691135859681896,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
39594,5,6,8176,7529,322.56,751.98,580.67,V1,7,0.454833,all_model_readouts_v1,,,,unassigned,False,False,
39595,6,6,982,907,708.92,418.47,136.14,LM,1,0.712376,all_model_readouts_v1,,,,unassigned,False,False,
39596,9,4,7130,6646,1215.25,292.45,187.82,RL,6,0.574942,all_model_readouts_v1,8.646911369523845e+17,root_864691136952384479,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39597,6,6,3920,3629,1197.5,714.73,265.84,V1,4,0.484293,all_model_readouts_v1,8.646911358081961e+17,root_864691135808196125,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39598,5,7,4362,3980,861.61,524.39,300.16,V1,4,0.64784,all_model_readouts_v1,8.646911361446208e+17,root_864691136144620852,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39599,6,4,2849,2603,298.7,786.54,277.97,V1,3,0.739447,all_model_readouts_v1,,,,unassigned,False,False,
39600,7,5,2365,2152,745.64,263.72,193.09,LM,2,0.610793,all_model_readouts_v1,,,,unassigned,False,False,
39601,6,4,1853,1690,1243.83,446.06,135.49,RL,2,0.504132,all_model_readouts_v1,8.64691136419302e+17,root_864691136419302039,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39602,9,4,5401,5038,896.62,991.07,181.95,V1,4,0.510018,all_model_readouts_v1,8.646911350819889e+17,root_864691135081988855,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
39603,6,4,6838,6324,1257.46,829.38,412.85,V1,6,0.588729,all_model_readouts_v1,8.646911355791708e+17,root_864691135579170821,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39604,5,6,6645,6091,203.04,1019.71,448.44,V1,5,0.627435,all_model_readouts_v1,,,,unassigned,False,False,
39605,6,4,6012,5553,637.26,401.13,414.48,LM,5,0.960587,all_model_readouts_v1,,,,unassigned,False,False,
39606,5,6,1494,1390,1245.71,326.85,167.95,RL,2,0.66817,all_model_readouts_v1,8.646911364195025e+17,root_864691136419502487,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39607,6,4,4231,3896,987.83,709.99,276.0,V1,4,0.746404,all_model_readouts_v1,8.646911357325795e+17,root_864691135732579513,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39608,6,6,7076,6554,908.66,526.03,402.07,V1,6,0.525045,all_model_readouts_v1,8.646911366629097e+17,root_864691136662909662,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
39609,5,6,7945,7299,567.31,726.91,580.71,V1,7,0.567101,all_model_readouts_v1,,,,unassigned,False,False,
39610,6,7,7354,6663,609.93,363.72,532.82,LM,7,0.494608,all_model_readouts_v1,,,,unassigned,False,False,
39611,9,6,4308,4001,968.18,455.99,223.96,RL,4,0.494141,all_model_readouts_v1,8.646911353677107e+17,root_864691135367710713,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
39612,9,4,7485,6988,809.11,806.84,189.88,V1,6,0.818851,all_model_readouts_v1,8.646911357411291e+17,root_864691135741129067,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39613,6,7,3551,3223,975.33,669.85,259.81,V1,4,0.792572,all_model_readouts_v1,8.646911357383379e+17,root_864691135738337924,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39614,9,3,3563,3316,312.55,1031.53,335.22,V1,3,0.679171,all_model_readouts_v1,,,,unassigned,False,False,
39615,7,5,2574,2327,301.43,242.55,234.31,LM,3,0.581348,all_model_readouts_v1,,,,unassigned,False,False,
39616,5,7,4191,3818,915.6,303.27,298.36,RL,4,0.738215,all_model_readouts_v1,8.64691135323855e+17,root_864691135323855004,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
39617,5,7,2205,2010,1296.6,686.68,159.38,V1,2,0.319241,all_model_readouts_v1,8.646911354680419e+17,root_864691135468041868,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
39618,5,7,4832,4390,1308.91,661.82,298.57,V1,4,0.416434,all_model_readouts_v1,8.646911355909179e+17,root_864691135590917899,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
39619,8,5,3971,3776,599.98,680.91,246.57,V1,3,0.680201,all_model_readouts_v1,,,,unassigned,False,False,
39620,5,7,1165,1087,695.36,317.38,171.91,LM,1,0.784617,all_model_readouts_v1,,,,unassigned,False,False,
39621,7,5,1641,1486,1300.68,421.94,193.61,RL,2,0.733467,all_model_readouts_v1,8.646911351050618e+17,root_864691135105061709,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
39622,6,2,4754,4392,1076.35,1038.22,291.53,V1,4,0.78749,all_model_readouts_v1,8.646911353238176e+17,root_864691135323817628,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
39623,6,6,6616,6138,880.96,852.36,405.53,V1,6,0.570549,all_model_readouts_v1,8.646911352090226e+17,root_864691135209022585,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
39624,9,3,5122,4738,766.56,1087.53,334.23,V1,4,0.6353,all_model_readouts_v1,,,,unassigned,False,False,
39625,9,3,925,854,492.61,267.25,318.92,LM,1,0.567108,all_model_readouts_v1,,,,unassigned,False,False,
39626,8,5,2643,2514,1071.5,239.85,232.08,RL,2,0.431661,all_model_readouts_v1,8.64691135841941e+17,root_864691135841940963,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
