session,scan_idx,readout_id,task_index,unit_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
6,7,6353,2872,7000,1182.24,82.56,389.85,AL,6,0.439542,all_model_readouts_v1,8.646911369658499e+17,root_864691136965849806,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,7,2837,4642,3133,1225.7,78.21,252.33,AL,4,,all_model_readouts_v1,,,,unassigned,False,False,
5,6,1949,35826,2121,1020.32,318.38,169.56,RL,2,0.713806,all_model_readouts_v1,8.646911352091841e+17,root_864691135209184121,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,6,4213,32886,4540,1155.15,366.75,263.44,RL,4,0.305507,all_model_readouts_v1,8.646911356167758e+17,root_864691135616775785,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,2,7298,69898,7882,387.2,1058.88,559.9,V1,7,,all_model_readouts_v1,,,,unassigned,False,False,
8,5,2775,22293,2924,458.34,178.66,252.29,LM,3,0.754896,all_model_readouts_v1,,,,unassigned,False,False,
9,4,4974,15660,5332,931.83,182.11,176.36,AL,4,0.352739,all_model_readouts_v1,8.6469113533868e+17,root_864691135338680038,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
4,7,1000,7879,1213,780.57,202.14,249.35,AL,3,0.690688,all_model_readouts_v1,,,,unassigned,False,False,
5,6,41,52276,47,286.93,242.41,175.22,LM,1,0.556097,all_model_readouts_v1,,,,unassigned,False,False,
5,6,1927,40011,2094,1216.41,272.56,167.81,RL,2,0.323811,all_model_readouts_v1,8.64691135778159e+17,root_864691135778159037,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,6,8267,2627,8922,955.3,92.32,566.65,AL,8,0.539197,all_model_readouts_v1,8.646911361098287e+17,root_864691136109828792,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
6,4,5918,1500,6393,277.09,171.71,413.98,LM,5,0.711796,all_model_readouts_v1,,,,unassigned,False,False,
9,6,4406,15436,4728,969.17,945.74,226.02,V1,4,0.438657,all_model_readouts_v1,8.646911351570766e+17,root_864691135157076580,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,4,4769,14272,5120,1304.41,290.28,173.38,RL,4,0.410594,all_model_readouts_v1,8.646911355453217e+17,root_864691135545321768,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,3,2573,18042,2768,651.02,172.09,349.62,LM,3,0.674278,all_model_readouts_v1,,,,unassigned,False,False,
9,3,7726,3904,8384,1201.6,219.64,338.56,RL,6,0.399611,all_model_readouts_v1,8.646911352704101e+17,root_864691135270410149,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,4,1386,18905,1495,890.39,283.89,167.23,AL,2,0.577647,all_model_readouts_v1,8.646911353349673e+17,root_864691135334967273,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,6052,4341,6705,891.56,284.21,366.78,AL,6,0.63561,all_model_readouts_v1,8.646911354890842e+17,root_864691135489084218,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
7,5,8096,12025,8920,853.16,370.88,502.44,RL,8,0.786569,all_model_readouts_v1,8.646911349892909e+17,root_864691134989290874,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,3,1352,3859,1472,975.83,191.6,207.66,AL,2,0.659564,all_model_readouts_v1,8.646911361165925e+17,root_864691136116592548,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,3713,1278,4053,764.83,131.85,304.25,AL,3,0.575965,all_model_readouts_v1,,,,unassigned,False,False,
6,2,2086,22415,2267,797.45,914.84,153.02,V1,2,0.687167,all_model_readouts_v1,8.646911357553851e+17,root_864691135755385042,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,6172,3874,6739,948.29,273.75,443.87,AL,6,0.783541,all_model_readouts_v1,8.646911353862299e+17,root_864691135386229845,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
4,7,4807,5433,5400,800.16,119.48,375.44,AL,6,0.552857,all_model_readouts_v1,8.646911351633743e+17,root_864691135163374381,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
7,3,1349,15320,1469,920.07,198.99,208.09,AL,2,0.763467,all_model_readouts_v1,8.646911368120818e+17,root_864691136812081779,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,7,192,6783,207,263.15,474.22,165.09,V1,1,0.630515,all_model_readouts_v1,,,,unassigned,False,False,
7,5,3343,38605,3671,510.68,349.28,235.15,LM,3,0.377005,all_model_readouts_v1,,,,unassigned,False,False,
9,4,5992,97414,6423,230.56,1029.16,193.51,V1,5,0.620908,all_model_readouts_v1,,,,unassigned,False,False,
6,2,3561,66372,3855,478.46,1018.34,291.99,V1,3,0.706949,all_model_readouts_v1,,,,unassigned,False,False,
5,6,8571,7463,9234,843.16,114.83,566.52,AL,8,0.450062,all_model_readouts_v1,8.646911361755174e+17,root_864691136175517446,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
7,5,6942,57247,7695,452.69,156.3,504.96,LM,7,0.679989,all_model_readouts_v1,,,,unassigned,False,False,
6,7,1523,61141,1711,385.69,127.02,261.89,LM,3,0.668884,all_model_readouts_v1,,,,unassigned,False,False,
7,5,2365,33240,2616,493.32,304.7,234.9,LM,3,,all_model_readouts_v1,,,,unassigned,False,False,
6,2,8076,11021,8675,1095.15,124.72,558.02,AL,8,0.566859,all_model_readouts_v1,8.646911355161779e+17,root_864691135516177875,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
9,4,44,43322,50,472.47,259.31,169.99,LM,1,0.718995,all_model_readouts_v1,,,,unassigned,False,False,
6,7,3036,16632,3349,858.43,423.78,258.31,RL,4,0.176753,all_model_readouts_v1,8.646911359528614e+17,root_864691135952861475,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,6821,3315,7446,1161.96,49.15,440.79,AL,6,0.457551,all_model_readouts_v1,8.646911355908147e+17,root_864691135590814731,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,3,7022,31450,7592,743.77,258.37,487.98,LM,7,0.344957,all_model_readouts_v1,,,,unassigned,False,False,
9,4,5115,57514,5483,742.18,360.07,179.39,LM,4,0.678618,all_model_readouts_v1,,,,unassigned,False,False,
6,2,1164,5981,1268,1062.06,109.35,146.35,AL,2,0.229556,all_model_readouts_v1,,,,unassigned,False,False,
7,3,3969,5693,4310,957.71,258.34,344.22,AL,4,0.320304,all_model_readouts_v1,8.646911369666048e+17,root_864691136966604750,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
7,5,4728,54985,5216,369.27,326.86,369.2,LM,5,0.592995,all_model_readouts_v1,,,,unassigned,False,False,
7,3,64,21628,69,235.6,206.26,213.55,LM,1,0.468022,all_model_readouts_v1,,,,unassigned,False,False,
9,4,6530,39560,6987,688.31,395.67,187.97,LM,5,0.377645,all_model_readouts_v1,,,,unassigned,False,False,
6,7,6912,80450,7605,678.23,1071.14,537.06,V1,7,0.501884,all_model_readouts_v1,,,,unassigned,False,False,
7,3,1310,2546,1421,1176.63,84.71,205.46,AL,2,0.565681,all_model_readouts_v1,8.646911359697624e+17,root_864691135969762405,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,6,38,52999,45,722.19,371.67,136.89,LM,1,0.729103,all_model_readouts_v1,,,,unassigned,False,False,
8,5,9545,16788,10149,904.69,1141.68,503.26,V1,8,0.534465,all_model_readouts_v1,8.646911355720504e+17,root_864691135572050469,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6,2,2469,59359,2686,576.37,316.53,291.97,LM,3,0.595475,all_model_readouts_v1,,,,unassigned,False,False,
6,6,2742,69453,2973,638.36,934.14,268.7,V1,3,,all_model_readouts_v1,,,,unassigned,False,False,
6,4,2146,119,2360,616.44,145.31,278.06,LM,3,0.710057,all_model_readouts_v1,,,,unassigned,False,False,
6,4,3545,11068,3861,906.53,215.55,272.38,AL,4,0.614386,all_model_readouts_v1,8.646911361947981e+17,root_864691136194798038,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,6,4566,55783,4926,571.79,166.46,406.05,LM,5,0.648289,all_model_readouts_v1,,,,unassigned,False,False,
7,3,7853,51769,8480,442.53,259.46,487.97,LM,7,0.550865,all_model_readouts_v1,,,,unassigned,False,False,
5,7,4763,20769,5234,1154.12,309.87,297.06,RL,4,0.713742,all_model_readouts_v1,8.646911359525123e+17,root_864691135952512291,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,7,5445,4629,5994,770.02,188.78,390.89,AL,6,0.722388,all_model_readouts_v1,,,,unassigned,False,False,
6,6,3315,5302,3582,932.86,227.51,263.69,AL,4,0.365929,all_model_readouts_v1,8.646911354983603e+17,root_864691135498360339,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,7,3626,35471,3985,1286.19,369.04,254.67,RL,4,0.582518,all_model_readouts_v1,8.64691135992488e+17,root_864691135992487873,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,2590,93735,2820,550.14,462.31,291.98,V1,3,0.749147,all_model_readouts_v1,,,,unassigned,False,False,
6,7,5480,841,6037,893.77,276.31,391.78,AL,6,0.782436,all_model_readouts_v1,8.646911355716984e+17,root_864691135571698413,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,4,2688,53518,2902,549.65,355.69,178.71,LM,3,0.634627,all_model_readouts_v1,,,,unassigned,False,False,
6,6,4373,6945,4713,1052.69,448.75,264.67,RL,4,0.518416,all_model_readouts_v1,8.64691135383254e+17,root_864691135383253995,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,6,7025,44350,7670,199.2,106.7,582.32,LM,7,0.6103,all_model_readouts_v1,,,,unassigned,False,False,
6,6,1574,795,1719,1084.2,178.27,129.9,AL,2,0.656433,all_model_readouts_v1,8.646911354771035e+17,root_864691135477103528,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
8,5,9143,65710,9720,399.73,179.15,511.93,LM,7,0.705591,all_model_readouts_v1,,,,unassigned,False,False,
6,6,6815,20242,7376,657.2,155.05,536.33,LM,7,0.450927,all_model_readouts_v1,,,,unassigned,False,False,
9,3,7824,20706,8486,1137.63,484.68,340.18,RL,6,0.461658,all_model_readouts_v1,8.646911359547932e+17,root_864691135954793224,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,3,6270,42837,6802,216.03,770.36,344.19,V1,5,0.521798,all_model_readouts_v1,,,,unassigned,False,False,
7,5,5979,5109,6624,1069.3,157.18,365.6,AL,6,0.369372,all_model_readouts_v1,8.646911358679053e+17,root_864691135867905302,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6,4,81,72485,85,513.39,402.29,142.5,V1,1,0.512794,all_model_readouts_v1,,,,unassigned,False,False,
4,7,7439,5864,8334,827.09,163.19,505.27,AL,8,,all_model_readouts_v1,,,,unassigned,False,False,
5,6,122,51134,130,290.26,343.13,174.43,LM,1,0.840562,all_model_readouts_v1,,,,unassigned,False,False,
9,6,3865,7517,4163,1218.81,250.37,221.37,RL,4,0.636049,all_model_readouts_v1,8.646911356984092e+17,root_864691135698409237,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
8,5,7769,5048,8248,1230.18,212.17,371.19,RL,6,0.581728,all_model_readouts_v1,8.646911354989796e+17,root_864691135498979603,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,2,1842,12692,2008,1307.36,364.33,146.31,RL,2,0.484454,all_model_readouts_v1,8.64691135889326e+17,root_864691135889325961,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,3,4041,4952,4362,1002.49,113.69,326.72,AL,4,0.721745,all_model_readouts_v1,8.646911357263716e+17,root_864691135726371647,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,3,94,5111,99,317.29,295.7,319.34,LM,1,0.405136,all_model_readouts_v1,,,,unassigned,False,False,
6,2,4864,5614,5262,918.9,205.28,286.94,AL,4,0.827832,all_model_readouts_v1,8.646911354461126e+17,root_864691135446112658,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,4,6635,22343,7118,979.08,279.01,188.21,RL,6,0.507168,all_model_readouts_v1,8.646911356879944e+17,root_864691135687994336,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,7,6948,75115,7642,335.7,686.83,531.68,V1,7,0.765342,all_model_readouts_v1,,,,unassigned,False,False,
5,6,5414,75237,5915,203.07,801.52,447.25,V1,5,0.576972,all_model_readouts_v1,,,,unassigned,False,False,
6,7,3613,47708,3972,877.34,1037.76,264.04,V1,4,0.431502,all_model_readouts_v1,8.646911368373432e+17,root_864691136837343204,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,3,6323,46330,6858,461.25,179.89,339.76,LM,5,0.583057,all_model_readouts_v1,,,,unassigned,False,False,
7,5,5544,54472,6131,650.74,230.99,368.83,LM,5,0.859717,all_model_readouts_v1,,,,unassigned,False,False,
4,7,7053,13058,7908,1061.82,904.51,506.75,V1,8,0.868185,all_model_readouts_v1,8.646911355852668e+17,root_864691135585266808,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,3,1431,3721,1553,1134.43,331.54,207.75,RL,2,0.474845,all_model_readouts_v1,8.646911361237952e+17,root_864691136123795238,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,6,4028,16070,4342,964.72,88.33,262.44,AL,4,0.598241,all_model_readouts_v1,8.646911369677893e+17,root_864691136967789262,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,6,3300,52683,3553,718.42,807.95,225.5,V1,3,0.457035,all_model_readouts_v1,,,,unassigned,False,False,
7,5,6031,5355,6681,975.24,239.41,366.32,AL,6,0.736526,all_model_readouts_v1,8.64691136923637e+17,root_864691136923636964,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2031,37284,2338,189.68,794.07,248.28,V1,3,0.7762,all_model_readouts_v1,,,,unassigned,False,False,
8,5,1551,24891,1634,1261.27,347.51,229.65,RL,2,0.546246,all_model_readouts_v1,8.646911360900201e+17,root_864691136090020151,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
4,7,6719,84159,7550,405.44,749.11,516.17,V1,7,0.513889,all_model_readouts_v1,,,,unassigned,False,False,
9,4,7673,19557,8219,1266.43,252.97,187.63,RL,6,0.402623,all_model_readouts_v1,8.646911354690861e+17,root_864691135469086034,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,7,6476,4133,7134,925.25,146.77,390.48,AL,6,0.710697,all_model_readouts_v1,8.646911355686743e+17,root_864691135568674284,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
4,7,6202,9842,6999,402.74,766.6,516.25,V1,7,0.685978,all_model_readouts_v1,,,,unassigned,False,False,
5,7,4878,42512,5359,1312.58,932.38,300.38,V1,4,0.668769,all_model_readouts_v1,8.646911352700581e+17,root_864691135270058149,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
5,7,4804,7799,5280,905.19,146.92,297.36,AL,4,0.675371,all_model_readouts_v1,8.646911355651542e+17,root_864691135565154135,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
7,5,7524,12066,8309,659.03,318.99,507.09,LM,7,0.188466,all_model_readouts_v1,,,,unassigned,False,False,
4,7,4855,7539,5463,856.36,219.14,374.58,AL,6,0.195057,all_model_readouts_v1,8.646911368124855e+17,root_864691136812485491,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,7,7235,41030,7932,649.0,174.55,532.26,LM,7,0.365658,all_model_readouts_v1,,,,unassigned,False,False,
5,7,4793,14297,5267,854.95,981.16,303.29,V1,4,0.839621,all_model_readouts_v1,8.646911351330359e+17,root_864691135133035936,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,4,3583,30896,3901,1091.19,277.59,271.55,RL,4,0.68792,all_model_readouts_v1,8.646911356165766e+17,root_864691135616576617,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,3770,17762,4138,1153.64,168.38,296.11,AL,4,0.874343,all_model_readouts_v1,8.646911356609636e+17,root_864691135660963568,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,5906,85884,6494,387.83,359.01,437.53,V1,5,0.455554,all_model_readouts_v1,,,,unassigned,False,False,
6,4,8169,3810,8771,1128.84,88.43,541.77,AL,8,0.425616,all_model_readouts_v1,8.646911363892287e+17,root_864691136389228663,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
8,5,6315,29564,6670,597.77,221.03,379.44,LM,5,0.90407,all_model_readouts_v1,,,,unassigned,False,False,
5,6,2210,40041,2402,1279.73,274.63,167.36,RL,2,0.838194,all_model_readouts_v1,8.646911354769965e+17,root_864691135476996520,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,1873,12320,2040,942.82,266.88,169.79,AL,2,0.428082,all_model_readouts_v1,8.646911352137444e+17,root_864691135213744440,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,3,1315,11247,1429,963.7,114.27,207.11,AL,2,0.831885,all_model_readouts_v1,8.646911353238491e+17,root_864691135323849116,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,4417,7617,4861,1166.77,138.55,295.83,AL,4,0.5621,all_model_readouts_v1,8.646911353345075e+17,root_864691135334507497,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,4,3945,93614,4283,913.39,792.02,277.25,V1,4,,all_model_readouts_v1,,,,unassigned,False,False,
5,7,1295,40536,1407,964.1,299.79,158.85,RL,2,0.8042,all_model_readouts_v1,8.646911361367786e+17,root_864691136136778621,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
8,5,5628,61585,5943,444.77,256.81,379.29,LM,5,0.866343,all_model_readouts_v1,,,,unassigned,False,False,
7,5,3652,17177,4037,840.59,234.74,233.99,AL,4,0.619857,all_model_readouts_v1,8.646911360401211e+17,root_864691136040121086,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,4627,64510,5108,382.89,175.33,368.26,LM,5,0.480696,all_model_readouts_v1,,,,unassigned,False,False,
8,5,3298,55761,3464,665.0,854.21,244.55,V1,3,0.210067,all_model_readouts_v1,,,,unassigned,False,False,
6,7,7816,13064,8528,1246.45,464.6,529.39,RL,8,0.444188,all_model_readouts_v1,8.646911352573925e+17,root_864691135257392559,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
6,7,3851,29061,4238,1308.64,170.17,252.61,RL,4,0.360535,all_model_readouts_v1,8.646911355939625e+17,root_864691135593962539,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,6,1973,27573,2125,1153.54,205.73,198.45,RL,2,0.622955,all_model_readouts_v1,8.646911353953984e+17,root_864691135395398389,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,1822,30586,1987,1327.87,538.09,147.25,RL,2,0.730623,all_model_readouts_v1,8.646911355019652e+17,root_864691135501965122,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,3,1323,102491,1428,417.25,1086.8,325.95,V1,1,0.569305,all_model_readouts_v1,,,,unassigned,False,False,
9,3,5494,61027,5946,567.38,373.97,340.82,LM,5,0.562055,all_model_readouts_v1,,,,unassigned,False,False,
6,6,4246,17402,4575,1053.14,143.03,262.34,AL,4,0.486463,all_model_readouts_v1,8.64691135762956e+17,root_864691135762956086,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,4,1716,16200,1880,1052.24,171.28,134.18,AL,2,0.798676,all_model_readouts_v1,8.646911356593588e+17,root_864691135659358850,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
8,5,4319,35231,4546,1148.56,366.61,239.23,RL,4,0.795022,all_model_readouts_v1,8.646911357775172e+17,root_864691135777517245,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2739,54242,3142,977.54,920.14,240.92,V1,4,0.491437,all_model_readouts_v1,8.6469113543166e+17,root_864691135431660080,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,7,7329,993,8027,1053.31,69.19,526.67,AL,8,0.374265,all_model_readouts_v1,,,,unassigned,False,False,
7,5,1251,45826,1355,376.26,232.85,199.87,LM,1,0.610757,all_model_readouts_v1,,,,unassigned,False,False,
4,7,4253,52207,4788,641.56,228.34,380.41,LM,5,0.861388,all_model_readouts_v1,,,,unassigned,False,False,
5,6,5105,42474,5572,389.95,107.29,444.35,LM,5,0.853085,all_model_readouts_v1,,,,unassigned,False,False,
8,5,1498,32946,1581,1183.17,267.73,230.93,RL,2,0.58366,all_model_readouts_v1,8.646911357196413e+17,root_864691135719641393,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,7,6604,52648,7295,667.12,112.33,532.13,LM,7,0.280756,all_model_readouts_v1,,,,unassigned,False,False,
9,4,1432,26397,1543,874.45,358.28,167.78,RL,2,0.380209,all_model_readouts_v1,8.646911355696701e+17,root_864691135569670124,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
8,5,2786,44466,2935,667.63,150.49,252.01,LM,3,0.254334,all_model_readouts_v1,,,,unassigned,False,False,
6,2,609,57867,673,573.78,421.18,154.43,V1,1,0.55775,all_model_readouts_v1,,,,unassigned,False,False,
5,7,7726,72303,8439,711.35,701.13,569.1,V1,8,0.396542,all_model_readouts_v1,,,,unassigned,False,False,
6,2,3692,1083,4009,798.25,95.83,287.48,AL,4,0.610716,all_model_readouts_v1,,,,unassigned,False,False,
4,7,1303,72822,1546,418.01,681.53,247.91,V1,3,0.703206,all_model_readouts_v1,,,,unassigned,False,False,
4,7,2248,9195,2596,968.6,114.77,238.57,AL,4,0.177591,all_model_readouts_v1,8.646911350593734e+17,root_864691135059373467,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,6,1408,20977,1528,701.29,423.79,204.3,LM,2,0.461927,all_model_readouts_v1,,,,unassigned,False,False,
9,6,2182,33266,2343,1294.35,370.13,198.12,RL,2,0.684215,all_model_readouts_v1,8.646911357011352e+17,root_864691135701135227,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,1277,9243,1369,1116.32,87.49,167.34,AL,2,0.413848,all_model_readouts_v1,8.646911367234317e+17,root_864691136723431677,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,5950,3808,6586,1148.11,87.41,364.99,AL,6,0.298823,all_model_readouts_v1,8.646911366028104e+17,root_864691136602810321,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
5,6,5210,29138,5681,665.31,347.8,447.0,LM,5,0.904643,all_model_readouts_v1,,,,unassigned,False,False,
6,4,6693,49968,7232,958.27,502.38,411.7,V1,6,0.845814,all_model_readouts_v1,8.646911369040605e+17,root_864691136904060594,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
4,7,5558,557,6270,941.54,253.85,372.98,AL,6,0.71628,all_model_readouts_v1,8.646911366029944e+17,root_864691136602994385,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,3,5808,54976,6297,337.69,148.63,423.96,LM,5,0.568976,all_model_readouts_v1,,,,unassigned,False,False,
7,5,2575,72993,2842,166.73,623.62,236.03,V1,3,0.619886,all_model_readouts_v1,,,,unassigned,False,False,
6,4,4050,51215,4395,1094.99,906.25,276.89,V1,4,0.680379,all_model_readouts_v1,8.646911352154345e+17,root_864691135215434552,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,7763,9521,8560,801.25,195.55,501.96,AL,8,0.705471,all_model_readouts_v1,,,,unassigned,False,False,
8,5,2477,56354,2603,952.55,708.03,229.45,V1,2,0.412325,all_model_readouts_v1,8.64691135509698e+17,root_864691135509698057,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,3,2647,27800,2848,356.96,287.68,348.54,LM,3,0.621182,all_model_readouts_v1,,,,unassigned,False,False,
9,6,4524,50364,4854,859.67,1080.89,227.34,V1,4,0.604276,all_model_readouts_v1,8.646911350594387e+17,root_864691135059438747,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,6,4875,91970,5254,437.08,636.92,406.12,V1,5,0.718172,all_model_readouts_v1,,,,unassigned,False,False,
9,4,7284,39981,7804,869.63,300.86,188.46,RL,6,0.630651,all_model_readouts_v1,8.646911361440389e+17,root_864691136144038964,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,4,3668,16502,3994,1283.07,379.39,271.0,RL,4,0.516134,all_model_readouts_v1,8.646911356936375e+17,root_864691135693637567,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,7,2389,40882,2646,636.5,344.48,261.89,LM,3,0.588636,all_model_readouts_v1,,,,unassigned,False,False,
5,6,5080,5199,5537,803.12,283.11,308.78,AL,4,0.332537,all_model_readouts_v1,8.646911361237501e+17,root_864691136123750182,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,6,4017,35636,4324,1234.02,455.6,222.13,RL,4,0.560912,all_model_readouts_v1,8.646911354693413e+17,root_864691135469341266,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,3,2553,53677,2748,250.61,162.89,347.79,LM,3,0.670124,all_model_readouts_v1,,,,unassigned,False,False,
7,5,2627,51477,2898,503.26,641.39,236.62,V1,3,0.607108,all_model_readouts_v1,,,,unassigned,False,False,
7,5,481,95335,520,525.57,804.0,197.8,V1,1,0.672917,all_model_readouts_v1,,,,unassigned,False,False,
5,7,4384,21112,4826,1318.84,502.91,297.44,RL,4,0.709127,all_model_readouts_v1,8.646911355828586e+17,root_864691135582858605,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,6,5771,5447,6225,1019.85,234.81,398.77,AL,6,0.509147,all_model_readouts_v1,8.646911360119016e+17,root_864691136011901603,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6,4,4644,14372,5035,1192.57,292.46,270.93,RL,4,0.599866,all_model_readouts_v1,8.646911356937089e+17,root_864691135693708991,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,7,45,44517,51,618.69,426.53,126.86,V1,1,0.353955,all_model_readouts_v1,,,,unassigned,False,False,
9,3,158,46558,167,566.03,384.23,319.83,LM,1,0.533988,all_model_readouts_v1,,,,unassigned,False,False,
5,7,6860,60304,7565,475.86,272.92,568.83,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
5,7,448,45445,483,181.06,811.05,159.13,V1,1,0.822219,all_model_readouts_v1,,,,unassigned,False,False,
8,5,8046,16433,8552,1233.19,532.38,369.67,RL,6,0.651618,all_model_readouts_v1,8.646911358560724e+17,root_864691135856072494,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,3,6212,22510,6742,483.77,308.92,340.57,LM,5,0.450364,all_model_readouts_v1,,,,unassigned,False,False,
6,6,4352,9747,4690,884.65,220.04,263.92,AL,4,0.716738,all_model_readouts_v1,8.646911362279415e+17,root_864691136227941457,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,6,7770,40826,8420,437.37,228.65,581.99,LM,7,0.738927,all_model_readouts_v1,,,,unassigned,False,False,
6,4,4732,6238,5132,1209.58,116.03,269.29,AL,4,0.548901,all_model_readouts_v1,8.646911356876454e+17,root_864691135687645408,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,1948,35646,2122,1169.47,426.87,147.6,RL,2,0.346688,all_model_readouts_v1,8.646911360893399e+17,root_864691136089339959,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
8,5,7162,1073,7580,1317.7,411.43,370.14,RL,6,0.695787,all_model_readouts_v1,8.646911369663864e+17,root_864691136966386382,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
